"","h_season","matchup","home_team","away_team","home_wins","away_wins","date","home_series_win","h_net_rating","h_off_eFG","h_off_tov_rate","h_off_reb_rate","h_off_ft_fga_ratio","h_def_eFG","h_def_tov_rate","h_def_reb_rate","h_def_ft_fga_ratio","h_top_3_players","h_top_3_vorp","h_best_player","h_best_vorp","a_net_rating","a_off_eFG","a_off_tov_rate","a_off_reb_rate","a_off_ft_fga_ratio","a_def_eFG","a_def_tov_rate","a_def_reb_rate","a_def_ft_fga_ratio","a_top_3_players","a_top_3_vorp","a_best_player","a_best_vorp","a_season","net_rating_diff","off_eFG_diff","off_tov_rate_diff","off_reb_rate_diff","off_ft_fga_ratio_diff","def_eFG_diff","def_tov_rate_diff","def_reb_rate_diff","def_ft_fga_ratio_diff","top_3_vorp_diff","best_vorp_diff"
"11",2003,"Philadelphia 76ers at Detroit Pistons","Detroit Pistons","Philadelphia 76ers",3,2,2003-05-06,NA,4.2,0.473,13.3,25.9,0.248,0.461,13.9,74,0.225,"Ben Wallace, Chauncey Billups, Jon Barry",10.4,"Ben Wallace",4.3,2.5,0.466,13.7,30.3,0.263,0.488,16.2,72.7,0.243,"Allen Iverson, Eric Snow, Aaron McKie",8.8,"Allen Iverson",4.8,2003,1.7,0.00699999999999995,-0.399999999999999,1.3,-0.015,-0.027,-2.3,1.3,-0.018,1.6,-0.5
"12",2003,"Sacramento Kings at Dallas Mavericks","Dallas Mavericks","Sacramento Kings",3,1,2003-05-06,NA,8.4,0.498,10.9,25.4,0.213,0.473,14.8,70.9,0.221,"Dirk Nowitzki, Steve Nash, Michael Finley",14.2,"Dirk Nowitzki",7.3,6.8,0.499,13.3,25.6,0.196,0.446,13.6,70.6,0.204,"Doug Christie, Chris Webber, Peja Stojaković",10.6,"Doug Christie",3.6,2003,1.6,-0.001,-2.4,0.300000000000011,0.017,0.027,1.2,0.300000000000011,0.017,3.6,3.7
"13",2003,"New Jersey Nets at Detroit Pistons","Detroit Pistons","New Jersey Nets",0,3,2003-05-18,NA,4.2,0.473,13.3,25.9,0.248,0.461,13.9,74,0.225,"Ben Wallace, Chauncey Billups, Jon Barry",10.4,"Ben Wallace",4.3,5.7,0.468,13.8,28.7,0.252,0.46,15.7,73.1,0.225,"Jason Kidd, Kerry Kittles, Richard Jefferson",12.3,"Jason Kidd",6.5,2003,-1.5,0.00499999999999995,-0.5,0.900000000000006,-0.004,0.001,-1.8,0.900000000000006,0,-1.9,-2.2
"14",2003,"Dallas Mavericks at San Antonio Spurs","San Antonio Spurs","Dallas Mavericks",4,2,2003-05-19,1,5.9,0.497,15.1,28.8,0.253,0.453,14.2,71.3,0.199,"Tim Duncan, David Robinson, Stephen Jackson",12.9,"Tim Duncan",7.7,8.4,0.498,10.9,25.4,0.213,0.473,14.8,70.9,0.221,"Dirk Nowitzki, Steve Nash, Michael Finley",14.2,"Dirk Nowitzki",7.3,2003,-2.5,-0.001,4.2,0.399999999999991,0.04,-0.02,-0.600000000000001,0.399999999999991,-0.022,-1.3,0.4
"15",2003,"New Jersey Nets at San Antonio Spurs","San Antonio Spurs","New Jersey Nets",3,2,2003-06-06,NA,5.9,0.497,15.1,28.8,0.253,0.453,14.2,71.3,0.199,"Tim Duncan, David Robinson, Stephen Jackson",12.9,"Tim Duncan",7.7,5.7,0.468,13.8,28.7,0.252,0.46,15.7,73.1,0.225,"Jason Kidd, Kerry Kittles, Richard Jefferson",12.3,"Jason Kidd",6.5,2003,0.2,0.029,1.3,-1.8,0.001,-0.00700000000000001,-1.5,-1.8,-0.026,0.599999999999998,1.2
"16",2004,"Boston Celtics at Indiana Pacers","Indiana Pacers","Boston Celtics",4,0,2004-04-17,1,6.6,0.471,14.1,28.5,0.243,0.459,15.7,73.9,0.218,"Metta World Peace, Jermaine O'Neal, Reggie Miller",10,"Metta World Peace",3.8,-1.6,0.486,15.4,25.2,0.245,0.479,15.7,69.5,0.24,"Paul Pierce, Ricky Davis, Mike James",5.3,"Paul Pierce",3.2,2004,8.2,-0.015,-1.3,4.40000000000001,-0.002,-0.02,0,4.40000000000001,-0.022,4.7,0.6
"17",2004,"Houston Rockets at Los Angeles Lakers","Los Angeles Lakers","Houston Rockets",4,1,2004-04-17,1,4.2,0.481,12.8,28.1,0.244,0.471,14.3,73.3,0.222,"Kobe Bryant, Shaquille O'Neal, Gary Payton",11.7,"Kobe Bryant",4.7,1.9,0.484,16.4,26.5,0.221,0.447,13.1,74.5,0.233,"Yao Ming, Cuttino Mobley, Steve Francis",8.7,"Yao Ming",3.2,2004,2.3,-0.003,-3.6,-1.2,0.023,0.024,1.2,-1.2,-0.011,3,1.5
"18",2004,"Memphis Grizzlies at San Antonio Spurs","San Antonio Spurs","Memphis Grizzlies",2,0,2004-04-17,NA,8.1,0.473,14.1,29.5,0.219,0.433,14.8,74.6,0.215,"Tim Duncan, Manu Ginóbili, Hedo Türkoğlu",12.8,"Tim Duncan",6.7,2.6,0.479,13.9,29.5,0.234,0.465,15.7,68.4,0.251,"James Posey, Pau Gasol, Shane Battier",11.1,"James Posey",3.5,2004,5.5,-0.006,0.199999999999999,6.19999999999999,-0.015,-0.032,-0.899999999999999,6.19999999999999,-0.036,1.7,3.2
"19",2004,"New York Knicks at New Jersey Nets","New Jersey Nets","New York Knicks",4,0,2004-04-17,1,2.8,0.471,14.4,25.9,0.219,0.46,15.7,73.9,0.221,"Jason Kidd, Richard Jefferson, Kerry Kittles",10.2,"Jason Kidd",4.2,-1.6,0.474,15.1,28,0.211,0.461,13.2,72.8,0.259,"Stephon Marbury, Charlie Ward, Keith Van Horn",5,"Stephon Marbury",2.5,2004,4.4,-0.003,-0.699999999999999,1.10000000000001,0.00800000000000001,-0.001,2.5,1.10000000000001,-0.038,5.2,1.7
"20",2004,"Dallas Mavericks at Sacramento Kings","Sacramento Kings","Dallas Mavericks",2,1,2004-04-18,NA,5.4,0.507,13,26,0.242,0.483,13.7,69.8,0.193,"Peja Stojaković, Brad Miller, Mike Bibby",11.6,"Peja Stojaković",4.9,4.7,0.495,11.1,31.4,0.204,0.498,13.9,71.6,0.214,"Dirk Nowitzki, Steve Nash, Michael Finley",10,"Dirk Nowitzki",4.3,2004,0.7,0.012,1.9,-1.8,0.038,-0.015,-0.200000000000001,-1.8,-0.021,1.6,0.6
"21",2004,"Denver Nuggets at Minnesota Timberwolves","Minnesota Timberwolves","Denver Nuggets",4,1,2004-04-18,1,6.2,0.486,12.4,26.7,0.207,0.444,12.9,72.5,0.215,"Kevin Garnett, Sam Cassell, Fred Hoiberg",16.4,"Kevin Garnett",10,1.2,0.467,14.2,30.5,0.245,0.481,15.6,69.3,0.221,"Andre Miller, Marcus Camby, Carmelo Anthony",7.4,"Andre Miller",3.3,2004,5,0.019,-1.8,3.2,-0.038,-0.037,-2.7,3.2,-0.006,9,6.7
"22",2004,"Milwaukee Bucks at Detroit Pistons","Detroit Pistons","Milwaukee Bucks",4,1,2004-04-18,1,6.6,0.461,14.7,30.1,0.247,0.441,15.5,71.8,0.202,"Ben Wallace, Chauncey Billups, Tayshaun Prince",10.8,"Ben Wallace",4.3,1.1,0.477,12.7,27.6,0.255,0.485,13.3,71.8,0.213,"Michael Redd, Toni Kukoč, Damon Jones",7.1,"Michael Redd",3.5,2004,5.5,-0.016,2,0,-0.00800000000000001,-0.044,2.2,0,-0.011,3.7,0.8
"23",2004,"New Orleans Hornets at Miami Heat","Miami Heat","New Orleans Hornets",4,3,2004-04-18,1,0.5,0.463,13.5,27.4,0.227,0.463,14.5,73.4,0.26,"Lamar Odom, Eddie Jones, Dwyane Wade",11,"Lamar Odom",3.8,-0.1,0.46,14.1,30.6,0.22,0.476,15,71.3,0.218,"Baron Davis, Darrell Armstrong, P.J. Brown",9.2,"Baron Davis",4.8,2004,0.6,0.003,-0.6,2.10000000000001,0.00700000000000001,-0.013,-0.5,2.10000000000001,0.042,1.8,-1
"24",2004,"Los Angeles Lakers at San Antonio Spurs","San Antonio Spurs","Los Angeles Lakers",2,3,2004-05-02,NA,8.1,0.473,14.1,29.5,0.219,0.433,14.8,74.6,0.215,"Tim Duncan, Manu Ginóbili, Hedo Türkoğlu",12.8,"Tim Duncan",6.7,4.2,0.481,12.8,28.1,0.244,0.471,14.3,73.3,0.222,"Kobe Bryant, Shaquille O'Neal, Gary Payton",11.7,"Kobe Bryant",4.7,2004,3.9,-0.00800000000000001,1.3,1.3,-0.025,-0.038,0.5,1.3,-0.00700000000000001,1.1,2
"25",2004,"New Jersey Nets at Detroit Pistons","Detroit Pistons","New Jersey Nets",4,3,2004-05-03,1,6.6,0.461,14.7,30.1,0.247,0.441,15.5,71.8,0.202,"Ben Wallace, Chauncey Billups, Tayshaun Prince",10.8,"Ben Wallace",4.3,2.8,0.471,14.4,25.9,0.219,0.46,15.7,73.9,0.221,"Jason Kidd, Richard Jefferson, Kerry Kittles",10.2,"Jason Kidd",4.2,2004,3.8,-0.00999999999999995,0.299999999999999,-2.10000000000001,0.028,-0.019,-0.199999999999999,-2.10000000000001,-0.019,0.6,0.0999999999999996
"26",2004,"Sacramento Kings at Minnesota Timberwolves","Minnesota Timberwolves","Sacramento Kings",4,2,2004-05-04,1,6.2,0.486,12.4,26.7,0.207,0.444,12.9,72.5,0.215,"Kevin Garnett, Sam Cassell, Fred Hoiberg",16.4,"Kevin Garnett",10,5.4,0.507,13,26,0.242,0.483,13.7,69.8,0.193,"Peja Stojaković, Brad Miller, Mike Bibby",11.6,"Peja Stojaković",4.9,2004,0.8,-0.021,-0.6,2.7,-0.035,-0.039,-0.799999999999999,2.7,0.022,4.8,5.1
"27",2004,"Miami Heat at Indiana Pacers","Indiana Pacers","Miami Heat",4,2,2004-05-06,1,6.6,0.471,14.1,28.5,0.243,0.459,15.7,73.9,0.218,"Metta World Peace, Jermaine O'Neal, Reggie Miller",10,"Metta World Peace",3.8,0.5,0.463,13.5,27.4,0.227,0.463,14.5,73.4,0.26,"Lamar Odom, Eddie Jones, Dwyane Wade",11,"Lamar Odom",3.8,2004,6.1,0.00799999999999995,0.6,0.5,0.016,-0.004,1.2,0.5,-0.042,-1,0
"28",2004,"Los Angeles Lakers at Minnesota Timberwolves","Minnesota Timberwolves","Los Angeles Lakers",2,4,2004-05-21,0,6.2,0.486,12.4,26.7,0.207,0.444,12.9,72.5,0.215,"Kevin Garnett, Sam Cassell, Fred Hoiberg",16.4,"Kevin Garnett",10,4.2,0.481,12.8,28.1,0.244,0.471,14.3,73.3,0.222,"Kobe Bryant, Shaquille O'Neal, Gary Payton",11.7,"Kobe Bryant",4.7,2004,2,0.005,-0.4,-0.799999999999997,-0.037,-0.027,-1.4,-0.799999999999997,-0.00700000000000001,4.7,5.3
"29",2004,"Detroit Pistons at Indiana Pacers","Indiana Pacers","Detroit Pistons",2,3,2004-05-22,NA,6.6,0.471,14.1,28.5,0.243,0.459,15.7,73.9,0.218,"Metta World Peace, Jermaine O'Neal, Reggie Miller",10,"Metta World Peace",3.8,6.6,0.461,14.7,30.1,0.247,0.441,15.5,71.8,0.202,"Ben Wallace, Chauncey Billups, Tayshaun Prince",10.8,"Ben Wallace",4.3,2004,0,0.00999999999999995,-0.6,2.10000000000001,-0.004,0.018,0.199999999999999,2.10000000000001,0.016,-0.799999999999999,-0.5
"30",2004,"Detroit Pistons at Los Angeles Lakers","Los Angeles Lakers","Detroit Pistons",0,4,2004-06-06,0,4.2,0.481,12.8,28.1,0.244,0.471,14.3,73.3,0.222,"Kobe Bryant, Shaquille O'Neal, Gary Payton",11.7,"Kobe Bryant",4.7,6.6,0.461,14.7,30.1,0.247,0.441,15.5,71.8,0.202,"Ben Wallace, Chauncey Billups, Tayshaun Prince",10.8,"Ben Wallace",4.3,2004,-2.4,0.02,-1.9,1.5,-0.003,0.03,-1.2,1.5,0.02,0.900000000000002,0.4
"31",2005,"Houston Rockets at Dallas Mavericks","Dallas Mavericks","Houston Rockets",3,3,2005-04-23,NA,6.2,0.492,12.5,28.6,0.273,0.472,14.3,70.2,0.239,"Dirk Nowitzki, Jason Terry, Josh Howard",12.3,"Dirk Nowitzki",7.1,4.5,0.486,13.5,26.3,0.242,0.459,12.9,74.5,0.245,"Tracy McGrady, Yao Ming, Bob Sura",11.4,"Tracy McGrady",6.9,2005,1.7,0.006,-1,-4.3,0.031,0.013,1.4,-4.3,-0.006,0.900000000000002,0.199999999999999
"32",2005,"Indiana Pacers at Boston Celtics","Boston Celtics","Indiana Pacers",2,2,2005-04-23,NA,0.9,0.501,14.7,27.2,0.273,0.481,14.2,70.1,0.274,"Paul Pierce, Raef LaFrentz, Gary Payton",8.5,"Paul Pierce",4.9,0.9,0.476,14.1,26.4,0.283,0.472,13.6,71.3,0.261,"Reggie Miller, Jamaal Tinsley, Jermaine O'Neal",5.2,"Reggie Miller",2,2005,0,0.025,0.6,-1.2,-0.00999999999999995,0.00900000000000001,0.6,-1.2,0.013,3.3,2.9
"33",2005,"Philadelphia 76ers at Detroit Pistons","Detroit Pistons","Philadelphia 76ers",4,1,2005-04-23,1,4.4,0.472,13.3,31.2,0.247,0.461,13.5,73,0.207,"Chauncey Billups, Ben Wallace, Tayshaun Prince",10.8,"Chauncey Billups",4.5,-0.8,0.475,14.2,25.4,0.257,0.485,15.4,72.7,0.267,"Allen Iverson, Andre Iguodala, Kyle Korver",9.6,"Allen Iverson",5,2005,5.2,-0.003,-0.899999999999999,0.299999999999997,-0.01,-0.024,-1.9,0.299999999999997,-0.06,1.2,-0.5
"34",2005,"Sacramento Kings at Seattle SuperSonics","Seattle SuperSonics","Sacramento Kings",4,1,2005-04-23,1,2.6,0.495,13,32.4,0.259,0.496,12.9,71.3,0.249,"Ray Allen, Rashard Lewis, Antonio Daniels",10.9,"Ray Allen",4.8,2.3,0.496,12,28.8,0.226,0.493,13.3,69,0.214,"Mike Bibby, Brad Miller, Peja Stojaković",8.8,"Mike Bibby",3.6,2005,0.3,-0.001,1,2.3,0.033,0.003,-0.4,2.3,0.035,2.1,1.2
"35",2005,"Denver Nuggets at San Antonio Spurs","San Antonio Spurs","Denver Nuggets",3,1,2005-04-24,NA,8.7,0.492,13.2,29.1,0.238,0.452,14.7,73.6,0.236,"Tim Duncan, Manu Ginóbili, Tony Parker",13.1,"Tim Duncan",5.4,2.1,0.483,13.8,28.4,0.267,0.482,15.1,71.7,0.247,"Marcus Camby, Andre Miller, Kenyon Martin",6.4,"Marcus Camby",2.6,2005,6.6,0.00900000000000001,-0.600000000000001,1.89999999999999,-0.029,-0.03,-0.4,1.89999999999999,-0.011,6.7,2.8
"36",2005,"Memphis Grizzlies at Phoenix Suns","Phoenix Suns","Memphis Grizzlies",4,0,2005-04-24,1,7.4,0.534,12.4,27.5,0.222,0.478,12,68.3,0.176,"Shawn Marion, Amar'e Stoudemire, Steve Nash",14.2,"Shawn Marion",5.1,2.6,0.489,14.3,27.1,0.243,0.466,15.4,69.9,0.27,"Shane Battier, Mike Miller, Pau Gasol",8.3,"Shane Battier",2.8,2005,4.8,0.045,-1.9,-1.60000000000001,-0.021,0.012,-3.4,-1.60000000000001,-0.094,5.9,2.3
"37",2005,"New Jersey Nets at Miami Heat","Miami Heat","New Jersey Nets",4,0,2005-04-24,1,7.1,0.524,13.1,27,0.26,0.46,12.4,74.1,0.242,"Dwyane Wade, Shaquille O'Neal, Damon Jones",12.7,"Dwyane Wade",4.9,-1.7,0.463,13.7,25.5,0.242,0.479,15.2,73.2,0.278,"Vince Carter, Jason Kidd, Richard Jefferson",10.4,"Vince Carter",5.1,2005,8.8,0.061,-0.6,0.899999999999991,0.018,-0.019,-2.8,0.899999999999991,-0.036,2.3,-0.199999999999999
"38",2005,"Washington Wizards at Chicago Bulls","Chicago Bulls","Washington Wizards",2,4,2005-04-24,0,1.1,0.471,15.5,28.4,0.233,0.454,14.4,72.6,0.262,"Kirk Hinrich, Tyson Chandler, Ben Gordon",6.7,"Kirk Hinrich",3.2,-0.3,0.474,12.9,31.1,0.264,0.498,14.6,70,0.23,"Gilbert Arenas, Larry Hughes, Antawn Jamison",9.9,"Gilbert Arenas",5.2,2005,1.4,-0.003,2.6,2.59999999999999,-0.031,-0.044,-0.199999999999999,2.59999999999999,0.032,-3.2,-2
"39",2005,"Seattle SuperSonics at San Antonio Spurs","San Antonio Spurs","Seattle SuperSonics",4,2,2005-05-08,1,8.7,0.492,13.2,29.1,0.238,0.452,14.7,73.6,0.236,"Tim Duncan, Manu Ginóbili, Tony Parker",13.1,"Tim Duncan",5.4,2.6,0.495,13,32.4,0.259,0.496,12.9,71.3,0.249,"Ray Allen, Rashard Lewis, Antonio Daniels",10.9,"Ray Allen",4.8,2005,6.1,-0.003,0.199999999999999,2.3,-0.021,-0.044,1.8,2.3,-0.013,2.2,0.6
"40",2005,"Dallas Mavericks at Phoenix Suns","Phoenix Suns","Dallas Mavericks",4,2,2005-05-09,1,7.4,0.534,12.4,27.5,0.222,0.478,12,68.3,0.176,"Shawn Marion, Amar'e Stoudemire, Steve Nash",14.2,"Shawn Marion",5.1,6.2,0.492,12.5,28.6,0.273,0.472,14.3,70.2,0.239,"Dirk Nowitzki, Jason Terry, Josh Howard",12.3,"Dirk Nowitzki",7.1,2005,1.2,0.042,-0.0999999999999996,-1.90000000000001,-0.051,0.006,-2.3,-1.90000000000001,-0.063,1.9,-2
"41",2005,"Indiana Pacers at Detroit Pistons","Detroit Pistons","Indiana Pacers",4,2,2005-05-09,1,4.4,0.472,13.3,31.2,0.247,0.461,13.5,73,0.207,"Chauncey Billups, Ben Wallace, Tayshaun Prince",10.8,"Chauncey Billups",4.5,0.9,0.476,14.1,26.4,0.283,0.472,13.6,71.3,0.261,"Reggie Miller, Jamaal Tinsley, Jermaine O'Neal",5.2,"Reggie Miller",2,2005,3.5,-0.004,-0.799999999999999,1.7,-0.036,-0.011,-0.0999999999999996,1.7,-0.054,5.6,2.5
"42",2005,"Washington Wizards at Miami Heat","Miami Heat","Washington Wizards",3,0,2005-05-10,NA,7.1,0.524,13.1,27,0.26,0.46,12.4,74.1,0.242,"Dwyane Wade, Shaquille O'Neal, Damon Jones",12.7,"Dwyane Wade",4.9,-0.3,0.474,12.9,31.1,0.264,0.498,14.6,70,0.23,"Gilbert Arenas, Larry Hughes, Antawn Jamison",9.9,"Gilbert Arenas",5.2,2005,7.4,0.05,0.199999999999999,4.09999999999999,-0.004,-0.038,-2.2,4.09999999999999,0.012,2.8,-0.3
"43",2005,"San Antonio Spurs at Phoenix Suns","Phoenix Suns","San Antonio Spurs",1,4,2005-05-22,0,7.4,0.534,12.4,27.5,0.222,0.478,12,68.3,0.176,"Shawn Marion, Amar'e Stoudemire, Steve Nash",14.2,"Shawn Marion",5.1,8.7,0.492,13.2,29.1,0.238,0.452,14.7,73.6,0.236,"Tim Duncan, Manu Ginóbili, Tony Parker",13.1,"Tim Duncan",5.4,2005,-1.3,0.042,-0.799999999999999,-5.3,-0.016,0.026,-2.7,-5.3,-0.06,1.1,-0.300000000000001
"44",2005,"Detroit Pistons at Miami Heat","Miami Heat","Detroit Pistons",3,3,2005-05-23,NA,7.1,0.524,13.1,27,0.26,0.46,12.4,74.1,0.242,"Dwyane Wade, Shaquille O'Neal, Damon Jones",12.7,"Dwyane Wade",4.9,4.4,0.472,13.3,31.2,0.247,0.461,13.5,73,0.207,"Chauncey Billups, Ben Wallace, Tayshaun Prince",10.8,"Chauncey Billups",4.5,2005,2.7,0.052,-0.200000000000001,1.09999999999999,0.013,-0.001,-1.1,1.09999999999999,0.035,1.9,0.4
"45",2005,"Detroit Pistons at San Antonio Spurs","San Antonio Spurs","Detroit Pistons",4,3,2005-06-09,1,8.7,0.492,13.2,29.1,0.238,0.452,14.7,73.6,0.236,"Tim Duncan, Manu Ginóbili, Tony Parker",13.1,"Tim Duncan",5.4,4.4,0.472,13.3,31.2,0.247,0.461,13.5,73,0.207,"Chauncey Billups, Ben Wallace, Tayshaun Prince",10.8,"Chauncey Billups",4.5,2005,4.3,0.02,-0.100000000000001,0.599999999999994,-0.00900000000000001,-0.00900000000000001,1.2,0.599999999999994,0.029,2.3,0.9
"46",2006,"Chicago Bulls at Miami Heat","Miami Heat","Chicago Bulls",4,2,2006-04-22,1,4.2,0.517,13.9,26.7,0.254,0.477,12.4,76.4,0.251,"Dwyane Wade, Shaquille O'Neal, Jason Williams",10.7,"Dwyane Wade",7.1,0.6,0.487,13.9,26.3,0.216,0.464,13.9,74.7,0.295,"Kirk Hinrich, Luol Deng, Andrés Nocioni",7.3,"Kirk Hinrich",2.8,2006,3.6,0.03,0,1.7,0.038,0.013,-1.5,1.7,-0.044,3.4,4.3
"47",2006,"Denver Nuggets at LA Clippers","Los Angeles Clippers","Denver Nuggets",4,1,2006-04-22,1,1.7,0.487,13.8,25.4,0.263,0.471,12.2,75.9,0.24,"Elton Brand, Sam Cassell, Cuttino Mobley",10.5,"Elton Brand",6.8,0.3,0.488,13.7,26.8,0.258,0.493,14.7,72,0.227,"Carmelo Anthony, Marcus Camby, Andre Miller",7.8,"Carmelo Anthony",3.5,2006,1.4,-0.001,0.100000000000001,3.90000000000001,0.005,-0.022,-2.5,3.90000000000001,0.013,2.7,3.3
